Change Date,Old,New,New Company Name
2021-12-30,NGCA,VORB,Virgin Orbit Holdings Inc
2021-12-31,ATHN,HLGN,Heliogen Inc
2022-01-03,LGVCU,NUVOQ,Holdco Nuvo Group Dg Ltd.
2022-01-03,RNERU,HUBC,Hub Cyber Security Ltd.
2022-01-03,GBLIL,GBLL,Global Indemnity Group LLC
2022-01-04,CBRGU,CBRRF,Chain Bridge I
2022-01-04,IOACU,ZCAR,Zoomcar Holdings Inc
2022-01-05,LGSTU,TVGN,Tevogen Bio Holdings Inc
2022-01-06,VPCC,DAVE,Dave Inc
2022-01-06,ROCLU,NEHC,New Era Helium Inc
2022-01-07,JWACU,CJET,Chijet Motor Company Inc
2022-01-07,SINO,SGLY,Singularity Future Technology Ltd.
2022-01-10,IFIN.U,CURR,Currenc Group Inc
2022-01-10,ENCPU,GTI,Graphjet Technology
2022-01-10,NETC.U,VSTE,Vast Renewables Ltd.
2022-01-10,WLTW,WTW,Willis Towers Watson PLC
2022-01-11,APN.U,APNC,Apeiron Capital Investment Corp
2022-01-11,PAIC,REVB,Revelation Biosciences Inc
2022-01-14,CPSR.WS,GLSWQ,Gelesis Holdings Inc
2022-01-14,ODT,ODTC,Odonate Therapeutics Inc
2022-01-14,CPSR,GLSHQ,Gelesis Holdings Inc
2022-01-14,VHNAU,RDZN,Roadzen Inc
2022-01-14,DCRN,DCFCQ,Tritium Dcfc Ltd.
2022-01-14,MAAQU,CDIO,Cardio Diagnostics Holdings Inc
2022-01-14,DCRNW,DCFWQ,Tritium Dcfc Ltd.
2022-01-14,NAKD,CENN,Cenntro Inc
2022-01-19,OSMT,RVLPQ,Rvl Pharmaceuticals PLC
2022-01-19,GMII,SOND,Sonder Holdings Inc
2022-01-20,XPDIW,CRZWQ,Core Scientific Inc
2022-01-20,FVE,ALR,Alerislife Inc
2022-01-20,XPDI,CORZQ,Core Scientific Inc
2022-01-21,OSAT,NXPL,Nextplat Corp
2022-01-21,PACI.U,SOAR,Volato Group Inc
2022-01-24,CRY,AORT,Artivion Inc
2022-01-26,OLITU,OPTX,Syntec Optics Holdings Inc
2022-01-26,CFV,SATL,Satellogic Inc
2022-01-26,YSAC,SKYH,Sky Harbour Group Corp
2022-01-27,ZIOP,TCRT,Alaunos Therapeutics Inc
2022-01-28,SEAH,SGHC,Super Group (sghc) Ltd.
2022-01-28,TREB,SST,System1 Inc
2022-01-31,HKIB,AMTD,Amtd Idea Group
2022-01-31,BRKHU,BZAI,Blaize Holdings Inc
2022-01-31,RDS.A,SHEL,Shell PLC
2022-02-01,XPDBU,AIRJ,Airjoule Technologies Corp
2022-02-01,FRBNU,ENGN,Engene Holdings Inc
2022-02-02,TRIT,TRIRF,Triterras Inc
2022-02-02,CEGVV,CEG,Constellation Energy Corp
2022-02-03,ENVI,GRNA,Greenlight Biosciences Holdings Pbc
2022-02-04,VMAC,ANGH,Anghami Inc
2022-02-04,IVAN,SES,Ses Ai Corp
2022-02-07,MVEN,AREN,Arena Group Holdings Inc
2022-02-07,SZZLU,CRML,Critical Metals Corp
2022-02-07,ENNV,FSRDQ,Fast Radius Inc
2022-02-07,MCMJ,LFLY,Leafly Holdings Inc
2022-02-09,CCAC.WS,QNGWQ,Quanergy Systems Inc
2022-02-09,CCAC,QNGYQ,Quanergy Systems Inc
2022-02-10,SBEA,BRCC,Brc Inc
2022-02-10,SQFL,SKYX,Skyx Platforms Corp
2022-02-10,LSPRU,ZVSA,Zyversa Therapeutics Inc
2022-02-11,GCAC,CPTN,Cepton Inc
2022-02-14,NXU,NRGV,Energy Vault Holdings Inc
2022-02-14,TVAC,ISPO,Inspirato Inc
2022-02-15,ROCR,QTEKQ,Qualtek Services Inc
2022-02-15,ROCRW,QTEWQ,Qualtek Services Inc
2022-02-15,AFIN,RTL,Necessity Retail Reit Inc
2022-02-15,PLIN,BTOG,Bit Origin Ltd.
2022-02-17,VIAC,PARA,Paramount Global
2022-02-17,VIACA,PARAA,Paramount Global
2022-02-22,IVCPU,ANNA,Aleanna Inc
2022-02-22,BOCNU,TNMG,Tnl Mediagene
2022-02-22,BOMN,BOC,Boston Omaha Corp
2022-02-23,ALTM,KNTK,Kinetik Holdings Inc
2022-02-23,AIBBU,PSIG,Ps International Group Ltd.
2022-03-01,SCRMU,LION,Lionsgate Studios Corp
2022-03-01,CINR,SIRE,Sisecam Resources Lp
2022-03-02,SNII,RGTI,Rigetti Computing Inc
2022-03-02,NXTD,LGMK,Logicmark Inc
2022-03-04,KYCHU,ZOOZ,Zooz Power Ltd.
2022-03-04,BFRA,BFAGY,Biofrontera Ag
2022-03-07,WNNR.U,ZPTA,Zapata Computing Holdings Inc
2022-03-08,HCCC,DRTS,Alpha Tau Medical Ltd.
2022-03-08,EMPR,EP,Empire Petroleum Corp
2022-03-09,ACABU,ABP,Abpro Holdings Inc
2022-03-10,CNCG,MGLD,Marygold Companies Inc
2022-03-11,NJMC,IDR,Idaho Strategic Resources Inc
2022-03-11,GRUB,JTKWY,Just Eat Takeawaycom Nv
2022-03-11,BYN.U,PNST,Pinstripes Holdings Inc
2022-03-14,IGAP,GCTK,Glucotrack Inc
2022-03-15,HFC,DINO,Hf Sinclair Corp
2022-03-16,HCMAU,MRNO,Murano Global Investments PLC
2022-03-16,BWAQU,TOYO,Toyo Co Ltd.
2022-03-17,SPAQ,ALLGF,Allego Nv
2022-03-18,LATGU,KBSX,Fst Corp
2022-03-18,ASCAU,NIVF,Newgenivf Group Ltd.
2022-03-18,BTNB,PGRU,Propertyguru Group Ltd.
2022-03-21,ATAKU,DHAI,Dih Holding Us Inc
2022-03-22,MOTV,FRGE,Forge Global Holdings Inc
2022-03-22,REPH,SCTL,Societal Cdmo Inc
2022-03-23,HGSH,GGEI,Green Giant Inc
2022-03-24,ACAXU,HWH,Hwh International Inc
2022-03-28,MURFU,CDT,Conduit Pharmaceuticals Inc
2022-03-28,TWNT,LLAP,Terran Orbital Corp
2022-03-28,ACY,MPU,Mega Matrix Corp
2022-03-29,FMAC,STRYQ,Starry Group Holdings Inc
2022-03-29,FMAC.WS,STYWQ,Starry Group Holdings Inc
2022-03-29,JCS,SUNE,Sunation Energy Inc
2022-04-01,GMBT,SWVL,Swvl Holdings Corp
2022-04-01,JW.A,WLY,John Wiley & Sons Inc
2022-04-01,JW.B,WLYB,John Wiley & Sons Inc
2022-04-04,ADS,BFH,Bread Financial Holdings Inc
2022-04-04,JGGCU,CAPT,Captivision Inc
2022-04-04,CLNH,NUTX,Nutex Health Inc
2022-04-05,CFX,ENOV,Enovis Corp
2022-04-05,PPGH,GGR,Gogoro Inc
2022-04-06,RVI,RVIC,Retail Value Inc
2022-04-06,HLXA,MLTX,Moonlake Immunotherapeutics
2022-04-06,HNRA.U,EONR,Eon Resources Inc
2022-04-06,FLDM,LAB,Standard Biotools Inc
2022-04-07,GENQU,ESGL,Esgl Holdings Ltd.
2022-04-11,DISCA,WBD,Warner Bros Discovery Inc
2022-04-14,LBBBU,NMHI,Nature's Miracle Holding Inc
2022-04-19,GSRMU,BTM,Bitcoin Depot Inc
2022-04-20,CLINU,ALCE,Alternus Clean Energy Inc
2022-04-28,ATSPU,SOUN,Soundhound Ai Inc
2022-04-29,RWODU,KLTO,Klotho Neurosciences Inc
2022-05-02,SGMS,LNW,Light & Wonder Inc
2022-05-02,TUGC,SAIH,Saiheat Ltd.
2022-05-02,NUBIU,STI,Solidion Technology Inc
2022-05-02,SLBG,YYAI,Connexa Sports Technologies Inc
2022-05-02,ONE,AIU,Meta Data Ltd.
2022-05-03,SV,SMR,Nuscale Power Corp
2022-05-03,NEW,NEWYY,Puxin Ltd.
2022-05-03,HTBX,SCPX,Scorpius Holdings Inc
2022-05-09,PROG,BIOR,Biora Therapeutics Inc
2022-05-09,LAWA,DSGR,Distribution Solutions Group Inc
2022-05-10,BLL,BALL,Ball Corp
2022-05-10,ZNTE,EVEX,Eve Holding Inc
2022-05-16,WEI,WEIDY,Weidai Ltd.
2022-05-18,IO,IOGPQ,Ion Geophysical Corp
2022-05-18,ARTA,PRE,Prenetics Global Ltd.
2022-05-19,CTK,CTKYY,Cootek(cayman)inc
2022-05-19,SGLB,NTRP,Nexttrip Inc
2022-05-20,AFI,AFIIQ,Armstrong Flooring Inc
2022-05-20,OTRA,CMRA,Comera Life Sciences Holdings Inc
2022-05-23,NFP,NTPIF,Nam Tai Property Inc
2022-05-24,LCAP,MSPR,Msp Recovery Inc
2022-05-24,RYB,MYND,Myndai Inc
2022-05-24,NCBS,NIC,Nicolet Bankshares Inc
2022-05-24,SMDM,RIME,Algorhythm Holdings Inc
2022-05-25,UEPS,LSAK,Lesaka Technologies Inc
2022-05-27,HUSN,FRGT,Freight Technologies Inc
2022-05-27,HYAC,BTMD,Biote Corp
2022-05-31,APSG,GBTG,Global Business Travel Group Inc
2022-06-02,ZME,ZMENY,Zhangmen Education Inc
2022-06-02,WOPEY,WDS,Woodside Energy Group Ltd.
2022-06-06,ESGC,EMWPF,Eros Media World PLC
2022-06-06,FLMN,STR,Sitio Royalties Corp
2022-06-08,SVFC,SYM,Symbotic Inc
2022-06-09,RLGY,HOUS,Anywhere Real Estate Inc
2022-06-09,FB,META,Meta Platforms Inc
2022-06-09,DYNS,SNTI,Senti Biosciences Inc
2022-06-10,GLAQ,AFRI,Forafric Global PLC
2022-06-13,REDU,NAAS,Naas Technology Inc
2022-06-15,TCAC,SBIG,Springbig Holdings Inc
2022-06-16,OACB,ALVO,Alvotech
2022-06-16,LLNW,EGIOQ,Edgio Inc
2022-06-17,VGII,GROV,Grove Collaborative Holdings Inc
2022-06-22,ELMSW,ELMWQ,Electric Last Mile Solutions Inc
2022-06-23,EJFA,PGY,Pagaya Technologies Ltd.
2022-06-24,JP,JPPYY,Jupai Holdings Ltd.
2022-06-24,GGPI,PSNY,Polestar Automotive Holding Uk PLC
2022-06-24,BDR,BDRL,Blonder Tongue Laboratories Inc
2022-06-27,CHEAU,SELX,Semilux International Ltd.
2022-06-28,ANTM,ELV,Elevance Health Inc
2022-06-29,RICOW,KALWQ,Kalera Public Ltd Co.
2022-06-29,RICO,KALRQ,Kalera Public Ltd Co.
2022-06-30,TYDEV,OCTO,Eightco Holdings Inc
2022-07-05,OAS,CHRD,Chord Energy Corp
2022-07-05,MCACU,CNTM,Connectm Technology Solutions Inc
2022-07-06,SWM,MATV,Mativ Holdings Inc
2022-07-06,PNACU,NCNCF,Noco-noco Inc
2022-07-07,HNP,HNPIY,Huaneng Power International Inc
2022-07-12,DNAC,PROK,Prokidney Corp
2022-07-14,GLSPU,GRRR,Gorilla Technology Group Inc
2022-07-19,ITHX,MOND,Mondee Holdings Inc
2022-07-20,BRPM,FAZE,Faze Holdings Inc
2022-07-22,HLN.W,HLN,Haleon PLC
2022-07-22,ACTD,OPAL,Opal Fuels Inc
2022-07-22,GOED,POLCQ,Polishedcom Inc
2022-07-25,PRPB,GETY,Getty Images Holdings Inc
2022-07-26,PSTI,PLUR,Pluri Inc
2022-08-01,BCAC,APGN,Apexigen Inc
2022-08-01,DSAC,NOTE,Fiscalnote Holdings Inc
2022-08-01,OEG,OIGBQ,Orbital Infrastructure Group Inc
2022-08-01,CRTX,QNCX,Quince Therapeutics Inc
2022-08-02,FIPWV,FIP,Ftai Infrastructure Inc
2022-08-02,NRZ,RITM,Rithm Capital Corp
2022-08-03,ACACU,FOXX,Foxx Development Holdings Inc
2022-08-03,MITC,STKH,Steakholder Foods Ltd.
2022-08-04,ASPC,STIXF,Semantix Inc
2022-08-04,ASPCW,STWWF,Semantix Inc
2022-08-04,LNFA,ZFOX,Zerofox Holdings Inc
2022-08-08,FLFVU,AIEV,Thunder Power Holdings Inc
2022-08-08,IMAC,BACK,Imac Holdings Inc
2022-08-08,XPOA,QBTS,D-wave Quantum Inc
2022-08-10,CHWA,PET,Wag! Group Co.
2022-08-11,SYNL,ACNT,Ascent Industries Co.
2022-08-15,AINV,MFIC,Midcap Financial Investment Corp
2022-08-15,SDH,EPOW,Sunrise New Energy Co Ltd.
2022-08-16,FOUN,RBTC,Rubicon Technologies Inc
2022-08-17,FTRP,REUN,Reunion Neuroscience Inc
2022-08-19,GRVI,UPXI,Upexi Inc
2022-08-22,DNAA,AKLI,Akili Inc
2022-08-29,RVAC,WEST,Westrock Co.ffee Co
2022-08-30,CRXTW,CRXWQ,Clarus Therapeutics Holdings Inc
2022-08-30,SWAG,NOGNQ,Nogin Inc
2022-08-30,SWAGW,NOGWQ,Nogin Inc
2022-08-31,EYES,VANI,Vivani Medical Inc
2022-09-01,LFC,LFCHY,China Life Insurance Co Ltd.
2022-09-01,ACH,ACHHY,Aluminum Corp Of China Ltd.
2022-09-02,CDEV,PR,Permian Resources Corp
2022-09-02,SHI,SHIIY,Sinopec Shanghai Petrochemical Co Ltd.
2022-09-06,MKD,MKDTY,Molecular Data Inc
2022-09-07,ELY,MODG,Topgolf Callaway Brands Corp
2022-09-07,TLFA,TLF,Tandy Leather Factory Inc
2022-09-08,SNP,SNPTY,China Petroleum & Chemical Corp
2022-09-08,BBI,FRTX,Fresh Tracks Therapeutics Inc
2022-09-08,PTR,PTRCY,Petrochina Co Ltd.
2022-09-08,IIVI,COHR,Coherent Corp
2022-09-12,HMACU,ABLV,Able View Global Inc
2022-09-13,GPL,GPLDF,Great Panther Mining Ltd.
2022-09-13,ADGI,IVVD,Invivyd Inc
2022-09-13,CLAQ,KITT,Nauticus Robotics Inc
2022-09-15,CLBS,LSTA,Lisata Therapeutics Inc
2022-09-16,KCAC.U,AMPX,Amprius Technologies Inc
2022-09-16,DWIN,FOXO,Foxo Technologies Inc
2022-09-19,GPCO,HOLO,Microcloud Hologram Inc
2022-09-19,CFVI,RUM,Rumble Inc
2022-09-21,CLSN,IMNN,Imunon Inc
2022-09-22,VTAQ,PRST,Presto Automation Inc
2022-09-26,MOBVU,SVUHF,Srivaru Holding Ltd.
2022-09-26,QK,XHG,Xchange Tecinc
2022-09-26,ROLLP,RBCP,Rbc Bearings Inc
2022-09-26,ROLL,RBC,Rbc Bearings Inc
2022-09-26,PTWOU,SBC,Sbc Medical Group Holdings Inc
2022-09-26,CO,CORBF,Global Cord Blood Corp
2022-09-27,IMPX,LVWR,Livewire Group Inc
2022-09-29,NLIT,SHFS,Shf Holdings Inc
2022-09-29,SLCR,THCH,Th International Ltd.
2022-10-03,BMIX,ATLX,Atlas Lithium Corp
2022-10-03,CBTX,STEL,Stellar Bancorp Inc
2022-10-05,CVUA,CVU,Cpi Aerostructures Inc
2022-10-06,CYTR,LADX,Ladrx Corp
2022-10-06,GBL,GAMI,Gamco Investors Inc Et Al
2022-10-10,CNTQ,DFLI,Dragonfly Energy Holdings Corp
2022-10-10,LLL,JXG,Jx Luxventure Group Inc
2022-10-12,RTOKY,RTO,Rentokil Initial PLC
2022-10-13,SYN,TOVX,Theriva Biologics Inc
2022-10-17,GLEE,GSDI,Global System Dynamics Inc
2022-10-17,BTX,ERNA,Eterna Therapeutics Inc
2022-10-20,REV,REVRQ,Revlon Inc
2022-10-20,WRE,ELME,Elme Communities
2022-10-24,ALF,ALFIQ,Alfi Inc
2022-10-24,GBOX,RVYL,Ryvyl Inc
2022-10-25,ENPC,GRNT,Granite Ridge Resources Inc
2022-10-25,XSPA,XWEL,Xwell Inc
2022-10-26,MAAQ,CDIO,Cardio Diagnostics Holdings Inc
2022-10-27,GBS,INBS,Intelligent Bio Solutions Inc
2022-10-27,BOAS,SLNAF,Selina Hospitality PLC
2022-10-28,EDNC,SATX,Satixfy Communications Ltd.
2022-10-31,PAQC,PERF,Perfect Corp
2022-10-31,WSTG,CLMB,Climb Global Solutions Inc
2022-10-31,BHSE,COEP,Coeptis Therapeutics Holdings Inc
2022-10-31,LMAO,ICU,Seastar Medical Holding Corp
2022-11-01,CSCW,ADD,Color Star Technology Co Ltd.
2022-11-01,RXO.W,RXO,Rxo Inc
2022-11-02,PFHC,ACDC,Profrac Holding Corp
2022-11-02,IGNY,PKBO,Peak Bio Inc
2022-11-07,WETF,WT,Wisdomtree Inc
2022-11-07,CECE,CECO,Ceco Environmental Corp
2022-11-07,CHG,LUXH,Luxurban Hotels Inc
2022-11-07,FHS,FHSEY,First High-school Education Group Co Ltd.
2022-11-08,QNGY.WS,QNGWQ,Quanergy Systems Inc
2022-11-08,CRHC.WS,CRHWF,Cohn Robbins Holdings Corp
2022-11-08,QNGYW,QNGWQ,Quanergy Systems Inc
2022-11-08,NLOK,GEN,Gen Digital Inc
2022-11-09,CRHC.U,CRHUF,Cohn Robbins Holdings Corp
2022-11-09,CRHC,CRRCF,Cohn Robbins Holdings Corp
2022-11-09,SBTX,SPRY,Ars Pharmaceuticals Inc
2022-11-10,AVCO,ALBT,Avalon Globocare Corp
2022-11-10,AXH,AXHI,Industrial Human Capital Inc
2022-11-10,ZVO,ZVOI,Zovio Inc
2022-11-11,VCKA,SCLX,Scilex Holding Co.
2022-11-14,ESSC,NWTN,Nwtn Inc
2022-11-14,PEYE,POCI,Precision Optics Corporation Inc
2022-11-14,XL,SPRU,Spruce Power Holding Corp
2022-11-15,LNDC,LFCR,Lifecore Biomedical Inc
2022-11-18,TINV,GRND,Grindr Inc
2022-11-18,LAX,EUDA,Euda Health Holdings Ltd.
2022-11-22,WTRH,ASAPQ,Waitr Holdings Inc
2022-11-23,ACEV,TMPOQ,Tempo Automation Holdings Inc
2022-11-23,ACEVW,TMPOWQ,Tempo Automation Holdings Inc
2022-11-23,FLAC,NAMS,Newamsterdam Pharma Co Nv
2022-11-30,PTIC,SFRT,Appreciate Holdings Inc
2022-12-01,AESE,AGAE,Allied Gaming & Entertainment Inc
2022-12-01,FG.W,FG,F&g Annuities & Life Inc
2022-12-02,ATAX,GHI,Greystone Housing Impact Investors Lp
2022-12-02,TBK,TFIN,Triumph Financial Inc
2022-12-07,LAAA,OSAPQ,Prosomnus Inc
2022-12-07,LAAAW,OSPWQ,Prosomnus Inc
2022-12-08,TENKU,CTOR,Citius Oncology Inc
2022-12-08,EFHTU,ECDA,Ecd Automotive Design Inc
2022-12-09,IPVA,GETR,Getaround Inc
2022-12-12,BAMH,BNH,Brookfield Corp
2022-12-12,BAMI,BNJ,Brookfield Finance Inc
2022-12-13,LYL,MATH,Metalpha Technology Holding Ltd.
2022-12-13,VENA,MLGO,Microalgo Inc
2022-12-13,LSPR,ZVSA,Zyversa Therapeutics Inc
2022-12-14,BAMR,BNT,Brookfield Wealth Solutions Ltd.
2022-12-14,STRY.WS,STYWQ,Starry Group Holdings Inc
2022-12-15,FBHS,FBIN,Fortune Brands Innovations Inc
2022-12-15,PV,LANV,Lanvin Group Holdings Ltd.
2022-12-15,MBC.W,MBC,Masterbrand Inc
2022-12-16,STRN,SWAG,Stran & Company Inc
2022-12-19,PAFO,HTCO,Caravelle International Group
2022-12-19,YMTX,KANT,Kineta Inc
2022-12-19,POND,MRDB,Mariadb PLC
2022-12-21,COVA,ECX,Ecarx Holdings Inc
2022-12-22,AIKI,DOMH,Dominari Holdings Inc
2022-12-23,EVK,EVKG,Ever-glory International Group Inc
2022-12-27,BTN,FGH,Fg Group Holdings Inc
2022-12-27,FWP,FWPAY,Forward Pharma A
2022-12-30,CORZW,CRZWQ,Core Scientific Inc
2022-12-30,DS,DSHK,Drive Shack Inc
2022-12-30,GMTX,IRON,Disc Medicine Inc
2022-12-30,FFHL,RTC,Baijiayun Group Ltd.
2023-01-03,GLS.WS,GLSWQ,Gelesis Holdings Inc
2023-01-03,NILE,GPUS,Hyperscale Data Inc
2023-01-03,LJAQ,MLEC,Moolec Science SA
2023-01-03,OG,OGBLY,Onion Global Ltd.
2023-01-04,GLBL,ALTI,Alti Global Inc
2023-01-04,DNAY,TBIO,Telesis Bio Inc
2023-01-05,MPAC,MMVVF,Multimetaverse Holdings Ltd.
2023-01-09,LPI,VTLE,Vital Energy Inc
2023-01-10,SMFR,WGS,Genedx Holdings Corp
2023-01-10,MTBC,CCLD,Carecloud Inc
2023-01-10,CCNC,GDC,Gd Culture Group Ltd.
2023-01-11,PLTNU,DSY,Big Tree Cloud Holdings Ltd.
2023-01-12,AERC,MKULQ,Molekule Group Inc
2023-01-17,VTS.W,VTS,Vitesse Energy Inc
2023-01-18,IDRA,ACGN,Aceragen Inc
2023-01-23,RKLY.WS,RKLWQ,Rockley Photonics Holdings Ltd.
2023-01-25,SFET,ALAR,Alarum Technologies Ltd.
2023-01-25,JCIC,BAER,Bridger Aerospace Group Holdings Inc
2023-01-26,BCOR,AVTA,Avantax Inc
2023-01-26,GIAC,CRGO,Freightos Ltd.
2023-01-27,IFNY,AMNI,American Noble Gas Inc
2023-01-27,HSAQ,OBIO,Orchestra Biomed Holdings Inc
2023-01-30,EXN,EXNRF,Excellon Resources Inc
2023-01-31,APN,APNC,Apeiron Capital Investment Corp
2023-02-01,TWND,BURU,Nuburu Inc
2023-02-01,IVC,IVCRQ,Invacare Corp
2023-02-02,ZNH,ZNHYY,China Southern Airlines Co Ltd.
2023-02-02,CEA,CEAYY,China Eastern Airlines Corp Ltd.
2023-02-06,MTMT,MPU,Mega Matrix Corp
2023-02-06,PONO,AWIN,Aerwins Technologies Inc
2023-02-10,AMCI,LNZA,Lanzatech Global Inc
2023-02-13,ADRA,AENT,Alliance Entertainment Holding Corp
2023-02-13,PFDR,MVLA,Movella Holdings Inc
2023-02-14,IPAX,LUNR,Intuitive Machines Inc
2023-02-15,AEHA,OCEA,Ocean Biomedical Inc
2023-02-15,LGTO,SLND,Southland Holdings Inc
2023-02-16,CENQ,VGAS,Verde Clean Fuels Inc
2023-02-21,ISR,CATX,Perspective Therapeutics Inc
2023-02-21,MCAE,ETAOF,Etao International Co Ltd.
2023-02-24,IMRA,ELVN,Enliven Therapeutics Inc
2023-02-27,RCII,UPBD,Upbound Group Inc
2023-02-27,MICT,TIOG,Tingo Group Inc
2023-02-27,DCRD,HHRS,Hammerhead Energy Inc
2023-03-01,KMPH,ZVRA,Zevra Therapeutics Inc
2023-03-01,RNER,HUBC,Hub Cyber Security Ltd.
2023-03-01,TPBA,LVRO,Lavoro Ltd.
2023-03-03,EBAC,OCS,Oculis Holding Ag
2023-03-06,HPX,AMBI,Ambipar Emergency Response
2023-03-06,CAJ,CAJPY,Canon Inc
2023-03-08,SESN,CARM,Carisma Therapeutics Inc
2023-03-08,LION,SMX,Smx (security Matters) Public Ltd Co.
2023-03-14,HAPP,PAVS,Paranovus Entertainment Technology Ltd.
2023-03-14,MARXU,STAI,Scantech Ai Systems Inc
2023-03-15,KINZ,CXAI,Cxapp Inc
2023-03-17,SMIH,LSB,Lakeshore Biopharma Co Ltd.
2023-03-20,MCG,SHCO,Soho House & Co Inc
2023-03-21,JATT,ZURA,Zura Bio Ltd.
2023-03-21,ZEST,ROII,Riskon International Inc
2023-03-21,GRAY,CALC,Calcimedica Inc
2023-03-22,BLI,CELL,Phenomex Inc
2023-03-24,CETUU,MKDW,Mkdwell Tech Inc
2023-03-24,INKA,NIRLQ,Near Intelligence Inc
2023-03-24,INKAW,NIRWQ,Near Intelligence Inc
2023-03-27,MTP,BDRX,Biodexa Pharmaceuticals PLC
2023-03-28,SIVBP,SIVPQ,Svb Financial Group
2023-03-30,JMAC,APLM,Apollomics Inc
2023-03-31,HLBZ,MCOM,Micromobilitycom Inc
2023-03-31,STAR,SAFE,Safehold Inc
2023-03-31,DHHC,UHG,United Homes Group Inc
2023-04-03,PTHRU,HOVR,New Horizon Aircraft Ltd.
2023-04-04,TYDE,OCTO,Eightco Holdings Inc
2023-04-04,CR.W,CR,Crane Co.
2023-04-06,GIA,QTIH,Qt Imaging Holdings Inc
2023-04-10,GLS,GLSHQ,Gelesis Holdings Inc
2023-04-14,KAL,KALRQ,Kalera Public Ltd Co.
2023-04-14,BSGA,BTDR,Bitdeer Technologies Group
2023-04-17,ATY,ILLMF,Illumin Holdings Inc
2023-04-18,PEARW,PERWQ,Pear Therapeutics Inc
2023-04-19,LCI,LCINQ,Lannett Co Inc
2023-04-24,VLON,GRI,Gri Bio Inc
2023-04-26,IMH,IMPH,Impac Mortgage Holdings Inc
2023-04-26,GIAF,QTIH,Qt Imaging Holdings Inc
2023-04-28,IMV,IMVIQ,Imv Inc
2023-05-01,TMTCU,ELPW,Elong Power Holding Ltd.
2023-05-01,ITCB,ITCL,Banco Itau Chile
2023-05-01,CIIG,ZAPP,Zapp Electric Vehicles Group Ltd.
2023-05-02,FRC,FRCB,First Republic Bank
2023-05-11,SI,SICPQ,Silvergate Capital Corp
2023-05-15,AMV,NXU,Nxu Inc
2023-05-16,AUD,AUDAQ,Audacy Inc
2023-05-16,PKI,RVTY,Revvity Inc
2023-05-18,IDW,IDWM,Idw Media Holdings Inc
2023-05-18,GBRG,SDA,Suncar Technology Group Inc
2023-05-22,ABB,ABBNY,Abb Ltd.
2023-05-22,ANPC,FREHY,Fresh2 Group Ltd.
2023-05-22,OBNK,OBK,Origin Bancorp Inc
2023-05-23,CIDM,CNVS,Cineverse Corp
2023-05-23,NH,NHIQ,Nanthealth Inc
2023-05-24,ROCG,TYGO,Tigo Energy Inc
2023-05-30,DBD,DBDQQ,Diebold Nixdorf Inc
2023-06-01,QTEKW,QTEWQ,Qualtek Services Inc
2023-06-01,KNF.W,KNF,Knife River Corp
2023-06-01,CLXT,CBUS,Cibus Inc
2023-06-02,JWAC,CJET,Chijet Motor Company Inc
2023-06-07,FISV,FI,Fiserv Inc
2023-06-08,AVAC,BENF,Beneficient
2023-06-08,WEJOW,WEJWQ,Wejo Group Ltd.
2023-06-09,RONI,NPWR,Net Power Inc
2023-06-15,PTE,PTEIQ,Polarityte Inc
2023-06-16,INT,WKC,World Kinect Corp
2023-06-20,HSC,NVRI,Enviri Corp
2023-06-21,ROC,DTI,Drilling Tools International Corp
2023-06-22,METBV,METCB,Ramaco Resources Inc
2023-06-22,RENN,MTBLY,Moatable Inc
2023-06-27,GNUS,TOON,Kartoon Studios Inc
2023-06-28,GODNU,GMHS,Gamehaus Holdings Inc
2023-06-29,ERYP,PHXM,Phaxiam Therapeutics SA
2023-07-03,GSRM,BTM,Bitcoin Depot Inc
2023-07-03,SQZ,SQZB,Sqz Biotechnologies Co.
2023-07-03,BGCP,BGC,Bgc Group Inc
2023-07-05,ERES,ABL,Abacus Life Inc
2023-07-06,IBA,IBAAY,Industrias Bachoco SAB de CV
2023-07-06,GOGN,LZM,Lifezone Metals Ltd.
2023-07-06,ORCC,OBDC,Blue Owl Capital Corp
2023-07-10,RE,EG,Everest Group Ltd.
2023-07-11,GLTA,MRT,Marti Technologies Inc
2023-07-17,ALPA,CTCX,Carmell Corp
2023-07-18,FACT,CSLR,Complete Solaria Inc
2023-07-20,BSTG,HRGN,Harvard Apparatus Regenerative Technology Inc
2023-07-20,CLBR,PSQH,Psq Holdings Inc
2023-07-20,SEV,SEVCQ,Sono Group Nv
2023-07-24,PMGM,AEON,Aeon Biopharma Inc
2023-07-27,GRIL,SDOT,Sadot Group Inc
2023-08-01,SHPW_WS,SHPSQ,Shapeways Holdings Inc
2023-08-01,TLGA,ELIQQ,Electriq Power Holdings Inc
2023-08-01,TLGA.WS,ELIWQ,Electriq Power Holdings Inc
2023-08-02,CPUH,ALUR,Allurion Technologies Inc
2023-08-02,MMMB,MAMA,Mama's Creations Inc
2023-08-04,GENQ,ESGL,Esgl Holdings Ltd.
2023-08-04,ISIG,LDWY,Lendway Inc
2023-08-07,ENOB,RENB,Renovaro Inc
2023-08-11,OXAC,JTAI,Jetai Inc
2023-08-11,MTAC,TLSI,Trisalus Life Sciences Inc
2023-08-14,HHC,HHH,Howard Hughes Holdings Inc
2023-08-14,BSAQ,VFS,Vinfast Auto Ltd.
2023-08-15,UIHC,ACIC,American Coastal Insurance Corp
2023-08-17,DFFN,CRVO,Cervomed Inc
